threshold,iou,dice,precision,recall
0.49999999999999994,0.37875044345855713,0.47586894035339355,0.5200121998786926,0.6997280120849609
0.44999999999999996,0.37653467059135437,0.47478270530700684,0.4942215085029602,0.7308306694030762
0.5499999999999999,0.3763141632080078,0.47184544801712036,0.5444149374961853,0.6672048568725586
0.39999999999999997,0.37170445919036865,0.47065258026123047,0.4689275622367859,0.7602559328079224
0.5999999999999999,0.37600791454315186,0.4695364534854889,0.5711230635643005,0.6330029368400574
0.35,0.36572203040122986,0.4649254083633423,0.44621580839157104,0.7882876396179199
0.6499999999999999,0.3697574734687805,0.4613015949726105,0.5998103022575378,0.5951966047286987
0.3,0.358224481344223,0.45729586482048035,0.425377756357193,0.8155145645141602
0.7,0.3593135178089142,0.4485296607017517,0.6277114152908325,0.5528741478919983
